time_to_find_ldes_stream,29
time_to_find_ldes_stream,24
time_to_find_ldes_stream,24
time_to_find_ldes_stream,23
time_to_find_ldes_stream,23
time_to_find_ldes_stream,23
time_to_find_ldes_stream,23
time_to_find_ldes_stream,23
time_to_find_ldes_stream,23
time_to_find_ldes_stream,23
time_to_find_ldes_stream,202
time_to_find_ldes_stream,196
time_to_find_ldes_stream,196
time_to_find_ldes_stream,196
time_to_find_ldes_stream,197
time_to_find_ldes_stream,196
time_to_find_ldes_stream,196
time_to_find_ldes_stream,196
time_to_find_ldes_stream,196
time_to_find_ldes_stream,196
time_to_subscribe,1509
time_to_find_ldes_stream,251
time_to_find_ldes_stream,244
time_to_find_ldes_stream,244
time_to_find_ldes_stream,244
time_to_find_ldes_stream,243
time_to_find_ldes_stream,243
time_to_find_ldes_stream,243
time_to_find_ldes_stream,243
time_to_find_ldes_stream,243
time_to_find_ldes_stream,242
time_to_subscribe,1681
time_to_subscribe,1724
time_to_subscribe,1771
time_to_subscribe,1811
time_to_subscribe,1813
time_to_subscribe,1845
time_to_subscribe,1883
time_to_subscribe,1930
time_to_subscribe,1966
time_to_subscribe,1997
