seconds_monitored,stream_reader,stream_processor
30,3.422,63.642
120,0.029,-0.001,0.419,1.037
120,0.022,0,0.451,1.008
120,0.015,0,0.484,0.995
120,0.026,0,0.4,1.05
120,0.016,0.001,0.443,0.911
120,0.027,0.001,0.497,1.072
