1706703920426,0.000,141.672
1706703921397,0.000,141.922
1706703922401,0.000,141.922
1706703923405,0.990,141.922
1706703924407,0.000,141.922
1706703925410,0.000,141.922
1706703926413,0.000,141.922
1706703927415,0.000,141.922
1706703928419,0.000,142.047
1706703929422,0.000,142.047
1706703930426,0.990,142.047
1706703931429,0.000,142.047
1706703932433,0.000,142.047
1706703933437,0.000,142.047
1706703934466,0.000,142.047
1706703935446,12.121,108.734
1706703936448,11.000,105.488
1706703937453,8.000,105.172
1706703938459,0.990,105.172
1706703939461,0.000,105.172
1706703940465,0.000,105.172
1706703941469,0.000,105.172
1706703942473,0.000,105.172
1706703943477,0.990,105.172
1706703944481,0.000,105.172
1706703945486,0.000,105.172
1706703946489,0.000,105.172
1706703947495,0.000,105.172
1706703948497,0.000,105.172
1706703949501,0.000,105.297
1706703950504,0.000,105.297
1706703951505,0.000,105.297
1706703952509,1.000,105.297
1706703953521,0.000,105.297
1706703954521,0.000,105.297
1706703955525,0.000,105.297
1706703956530,0.000,105.297
1706703957546,0.000,105.297
1706703958537,0.000,105.297
1706703959548,0.000,105.297
1706703960545,0.000,105.297
1706703961551,0.000,105.297
1706703962554,1.000,105.297
1706703963557,0.000,105.297
1706703964561,0.000,105.297
1706703965565,0.000,105.297
1706703966569,0.000,105.297
1706703967573,0.000,105.297
1706703968577,0.000,105.297
1706703969581,0.000,105.297
1706703970604,0.000,105.297
1706703971594,0.000,105.297
1706703972597,0.000,105.297
1706703973601,1.000,105.297
1706703974605,0.000,105.297
1706703975609,0.000,105.297
1706703976613,0.000,105.422
1706703977618,0.990,105.422
1706703978622,0.000,105.422
1706703979624,0.000,105.547
1706703980625,0.000,105.547
1706703981629,0.000,105.547
1706703982633,0.000,105.547
1706703983637,0.000,105.672
1706703984641,0.000,105.672
1706703985645,0.000,105.797
1706703986649,0.000,105.797
1706703987653,0.000,105.797
1706703988658,0.000,105.797
1706703989661,1.000,105.797
1706703990665,0.000,105.797
1706703991673,0.000,105.797
1706703992673,0.000,105.797
1706703993677,0.000,105.797
1706703994682,0.000,105.797
1706703995685,0.000,105.797
1706703996689,0.000,105.797
1706703997693,0.000,105.797
1706703998697,0.000,105.797
1706703999705,2.000,105.797
1706704000705,6.931,104.984
1706704001709,0.000,105.109
1706704002714,0.000,105.109
1706704003717,0.000,105.109
1706704004721,1.000,105.234
1706704005725,0.000,105.359
1706704006729,0.000,105.359
1706704007733,0.000,105.359
1706704008746,0.000,105.359
1706704009741,0.000,105.359
1706704010743,0.000,105.359
1706704011745,0.000,105.359
1706704012749,0.000,105.359
1706704013753,0.000,105.359
1706704014757,0.990,105.359
1706704015761,0.000,105.359
1706704016765,0.000,105.359
1706704017769,0.000,105.359
1706704018776,0.000,105.359
1706704019793,0.000,105.359
1706704020781,0.000,105.359
1706704021785,0.000,105.359
1706704022789,0.000,105.359
1706704023793,0.000,105.359
1706704024805,0.990,105.484
1706704025801,0.000,105.484
1706704026806,0.000,105.484
1706704027809,0.000,105.484
1706704028813,0.000,105.484
1706704029817,0.000,105.484
1706704030821,0.000,105.484
1706704031826,0.000,105.484
1706704032831,0.000,105.484
1706704033833,0.000,105.484
1706704034837,0.000,105.484
1706704035842,0.000,105.484
1706704036845,0.000,105.484
1706704037849,1.000,105.484
1706704038853,0.000,105.609
1706704039857,0.000,105.609
1706704040860,0.000,105.609
1706704041862,0.000,105.609
1706704042866,0.000,105.609
1706704043870,0.000,105.609
1706704044873,0.000,105.609
1706704045877,0.000,105.734
1706704046881,0.000,105.734
1706704047885,1.980,105.734
1706704048889,0.000,105.734
1706704049894,0.000,105.734
1706704050898,0.000,105.734
1706704051901,0.000,105.734
1706704052914,0.000,105.734
1706704053914,0.000,105.734
1706704054921,0.000,105.734
1706704055923,0.000,105.734
1706704056926,0.000,105.734
1706704057929,1.000,105.734
1706704058939,0.000,105.734
1706704059941,0.000,105.734
1706704060944,0.000,105.734
1706704061948,0.000,105.734
1706704062995,6.796,105.734
1706704063953,4.124,105.137
1706704064957,0.000,105.137
1706704065963,0.000,105.137
1706704066965,0.000,105.137
1706704067969,0.000,105.137
1706704068975,0.000,105.137
1706704069977,0.000,105.137
1706704070980,0.000,105.137
1706704071981,1.000,105.137
1706704073011,0.000,105.137
1706704074013,0.000,105.137
1706704075017,0.000,105.137
1706704076021,0.000,105.137
1706704077027,0.000,105.137
1706704078029,0.000,105.262
1706704079033,0.000,105.262
1706704080037,0.000,105.262
1706704081041,0.000,105.262
1706704082045,0.000,105.262
1706704083049,1.000,105.262
1706704084053,0.000,105.262
1706704085057,0.000,105.262
1706704086062,0.000,105.387
1706704087065,0.000,105.387
1706704088069,0.000,105.387
1706704089074,0.000,105.387
1706704090082,0.000,105.512
1706704091089,0.000,105.512
1706704092093,1.000,105.512
1706704093102,0.000,105.512
1706704094105,0.000,105.512
1706704095115,0.000,105.512
1706704096117,0.000,105.637
1706704097122,0.000,105.637
1706704098125,0.000,105.637
1706704099132,0.000,105.637
1706704100137,0.000,105.637
1706704101139,0.000,105.637
1706704102141,0.000,105.637
1706704103145,0.000,105.637
1706704104150,0.000,105.637
1706704105153,0.000,105.637
1706704106157,0.000,105.637
1706704107172,0.990,105.637
1706704108172,0.000,105.637
1706704109176,0.000,105.637
1706704110181,0.000,105.637
1706704111185,0.000,105.637
1706704112189,0.000,105.637
1706704113212,0.000,105.637
1706704114197,0.000,105.637
1706704115202,1.000,105.762
1706704116205,0.000,105.762
1706704117209,0.000,105.762
1706704118214,0.000,105.762
1706704119217,0.000,105.762
1706704120222,1.000,105.762
1706704121226,0.000,105.762
1706704122231,0.000,105.762
1706704123234,0.000,105.887
1706704124237,0.000,105.887
1706704125241,0.000,105.887
1706704126250,0.000,105.887
1706704127262,0.000,105.887
1706704128271,2.970,105.887
1706704129257,7.071,105.211
1706704130261,1.000,105.211
1706704131266,0.000,105.211
1706704132269,0.000,105.336
1706704133274,0.000,105.336
1706704134279,0.000,105.336
1706704135281,0.000,105.336
1706704136285,0.000,105.336
1706704137289,0.000,105.336
1706704138293,0.000,105.336
1706704139297,0.000,105.336
1706704140301,0.000,105.336
1706704141305,0.000,105.336
1706704142309,0.000,105.336
1706704143313,1.000,105.336
1706704144317,0.000,105.336
1706704145321,0.000,105.336
1706704146325,0.000,105.336
1706704147329,0.000,105.336
1706704148333,0.000,105.336
1706704149337,0.000,105.336
1706704150341,0.000,105.336
1706704151345,0.000,105.336
1706704152349,0.000,105.336
1706704153356,0.000,105.336
1706704154358,1.000,105.336
1706704155361,0.000,105.336
1706704156365,0.000,105.336
1706704157369,0.000,105.461
1706704158373,0.000,105.461
1706704159374,0.000,105.461
1706704160379,0.000,105.461
1706704161381,0.000,105.461
1706704162385,0.000,105.461
1706704163390,1.000,105.461
1706704164400,0.000,105.461
1706704165397,0.000,105.461
1706704166401,0.000,105.461
1706704167405,0.000,105.461
1706704168410,0.000,105.461
1706704169413,0.000,105.461
1706704170417,0.000,105.461
1706704171421,0.000,105.461
1706704172425,0.000,105.461
1706704173429,0.000,105.461
1706704174436,0.990,105.461
1706704175438,0.000,105.461
1706704176441,0.000,105.586
1706704177445,0.000,105.586
1706704178450,0.000,105.586
1706704179453,0.000,105.711
1706704180459,0.000,105.711
1706704181461,0.000,105.836
1706704182465,0.000,105.836
1706704183469,1.000,105.961
1706704184473,0.000,105.961
1706704185477,0.000,105.961
1706704186481,1.000,105.961
1706704187485,0.000,105.961
1706704188490,0.000,105.961
1706704189493,0.000,105.961
1706704190493,0.000,105.961
1706704191497,0.000,105.961
1706704192501,0.000,105.961
1706704193515,2.970,105.961
1706704194521,5.941,105.168
1706704195513,1.010,105.168
1706704196517,0.000,105.168
1706704197521,0.000,105.168
1706704198525,0.000,105.168
1706704199529,0.000,105.168
1706704200533,0.000,105.168
1706704201537,0.000,105.293
1706704202541,0.000,105.293
1706704203545,0.000,105.293
1706704204551,0.000,105.293
1706704205553,0.000,105.293
1706704206557,0.990,105.293
1706704207562,0.000,105.293
1706704208565,0.000,105.293
1706704209570,0.000,105.418
1706704210573,0.000,105.418
1706704211577,0.000,105.418
1706704212581,0.000,105.418
1706704213585,0.000,105.418
1706704214589,0.000,105.418
1706704215593,0.000,105.418
1706704216597,0.000,105.418
1706704217601,0.000,105.418
1706704218605,0.000,105.418
1706704219608,0.000,105.418
1706704220608,1.000,105.418
1706704221609,0.000,105.418
1706704222613,0.000,105.543
1706704223617,0.000,105.543
1706704224621,0.000,105.543
1706704225626,0.000,105.668
1706704226629,0.000,105.668
1706704227633,0.000,105.668
1706704228637,0.000,105.668
1706704229641,0.000,105.668
1706704230645,0.000,105.668
1706704231649,0.000,105.668
1706704232657,0.000,105.668
1706704233657,0.000,105.668
1706704234663,0.000,105.668
1706704235665,0.000,105.668
1706704236669,1.000,105.668
1706704237673,0.000,105.668
1706704238677,0.000,105.668
1706704239682,0.000,105.668
1706704240685,0.000,105.668
1706704241691,0.000,105.668
1706704242694,0.000,105.668
1706704243697,0.000,105.668
1706704244701,0.000,105.668
1706704245706,0.000,105.668
1706704246709,0.000,105.668
1706704247713,0.000,105.668
1706704248717,0.000,105.668
1706704249721,0.000,105.668
1706704250722,0.000,105.668
1706704251725,0.990,105.668
1706704252731,0.000,105.668
1706704253733,0.000,105.668
1706704254737,0.000,105.668
1706704255741,0.000,105.668
1706704256772,4.854,105.793
1706704257749,4.082,105.125
1706704258753,0.000,105.125
1706704259757,0.000,105.125
1706704260764,0.000,105.250
1706704261769,0.000,105.250
1706704262773,0.000,105.250
1706704263776,0.000,105.250
1706704264781,0.000,105.250
1706704265787,0.000,105.250
1706704266790,0.000,105.250
1706704267793,0.000,105.250
1706704268797,0.990,105.250
1706704269803,0.000,105.250
1706704270804,0.000,105.250
1706704271810,0.000,105.250
1706704272815,0.000,105.250
1706704273820,0.000,105.250
1706704274825,0.000,105.250
1706704275831,0.000,105.250
1706704276833,0.000,105.375
1706704277837,0.000,105.375
1706704278842,0.000,105.375
1706704279845,0.000,105.375
1706704280845,0.000,105.500
1706704281849,1.000,105.500
1706704282854,0.000,105.500
1706704283859,0.000,105.500
1706704284861,0.000,105.500
1706704285865,0.000,105.500
1706704286869,0.000,105.500
1706704287873,0.000,105.500
1706704288877,0.000,105.625
1706704289881,0.000,105.625
1706704290885,0.000,105.750
1706704291891,0.000,105.750
1706704292893,0.000,105.750
1706704293899,0.000,105.750
1706704294901,1.000,105.750
1706704295905,0.000,105.750
1706704296910,0.000,105.750
1706704297913,0.000,105.750
1706704298917,0.000,105.750
1706704299921,0.000,105.750
1706704300925,0.000,105.750
1706704301931,0.000,105.750
1706704302933,0.000,105.750
1706704303939,0.000,105.875
1706704304942,0.000,105.875
1706704305945,0.000,105.875
1706704306949,0.000,105.875
1706704307953,0.000,105.875
1706704308957,1.980,105.875
1706704309961,0.000,105.875
1706704310965,0.000,105.875
1706704311970,0.000,105.875
