timestamp,cpu_user,cpu_system,rss,heapTotal,heapUsed,external
1726750851297, 3071887, 161857, 206872576, 125530112, 121729920, 5533546
1726750852302, 3072803, 161857, 206872576, 125530112, 121735664, 5533557
1726750853307, 3073912, 161894, 206872576, 125530112, 121741408, 5533568
1726750854312, 3075076, 161900, 206872576, 125530112, 121747176, 5533579
1726750855316, 3075927, 161900, 206872576, 125530112, 121752944, 5533590
1726750856321, 3076349, 162847, 206872576, 125530112, 121758688, 5533601
1726750857325, 3077714, 162858, 206872576, 125530112, 121764456, 5533612
1726750858331, 3078251, 162858, 206872576, 125530112, 121770224, 5533623
1726750859337, 3079690, 162858, 206872576, 125530112, 121775968, 5533634
1726750860341, 3081055, 162858, 206872576, 125530112, 121781712, 5533645
1726750861346, 3081900, 162858, 206872576, 125530112, 121787456, 5533656
1726750862350, 3083004, 162867, 206872576, 125530112, 121793200, 5533667
1726750863356, 3083990, 162870, 206872576, 125530112, 121798968, 5533678
1726750864361, 3084066, 163827, 206872576, 125530112, 121804736, 5533689
1726750865366, 3084929, 163958, 206872576, 125530112, 121810504, 5533700
1726750866371, 3086294, 163975, 206872576, 125530112, 121816272, 5533711
1726750867376, 3087162, 163979, 207003648, 125530112, 121822040, 5533722
1726750868381, 3088283, 164025, 207003648, 125530112, 121827840, 5533733
1726750869383, 3089484, 164035, 207003648, 125530112, 121833608, 5533744
1726750870388, 3092710, 165083, 207003648, 125530112, 121839664, 5533755
1726750871393, 3093773, 165087, 207003648, 125530112, 121845432, 5533766
1726750872397, 3094380, 165087, 207003648, 125530112, 121851200, 5533777
1726750873402, 3094794, 165087, 207003648, 125530112, 121856944, 5533788
1726750874408, 3095299, 165110, 207003648, 125530112, 121862688, 5533799
1726750875412, 3096515, 165119, 207003648, 125530112, 121868456, 5533810
1726750876417, 3096939, 165142, 207003648, 125530112, 121874224, 5533821
1726750877423, 3097502, 165172, 207003648, 125530112, 121879992, 5533832
1726750878428, 3098064, 165202, 207003648, 125530112, 121885760, 5533843
1726750879433, 3098554, 165228, 207003648, 125530112, 121891528, 5533854
1726750880438, 3099703, 165233, 207003648, 125530112, 121897312, 5533865
1726750881442, 3101242, 165260, 207003648, 125530112, 121903080, 5533876
1726750882447, 3102372, 165320, 207003648, 125530112, 121908848, 5533887
1726750883453, 3102785, 165342, 207003648, 125530112, 121914616, 5533898
1726750884457, 3103515, 165345, 207003648, 125530112, 121920384, 5533909
1726750885464, 3104684, 165387, 207003648, 125530112, 121926152, 5533920
1726750886467, 3104684, 167111, 207003648, 125530112, 121931920, 5533931
1726750887472, 3104806, 167431, 207003648, 125530112, 121937664, 5533942
1726750888478, 3105208, 167453, 207003648, 125530112, 121943432, 5533953
1726750889483, 3106097, 167456, 207003648, 125530112, 121949200, 5533964
1726750890488, 3106941, 167490, 207003648, 125530112, 121954968, 5533975
1726750891493, 3107482, 167519, 207003648, 125530112, 121960736, 5533986
1726750892498, 3108232, 167559, 207003648, 125530112, 121966504, 5533997
1726750893502, 3108518, 168394, 207134720, 125530112, 121972272, 5534008
1726750894508, 3108906, 168643, 207134720, 125530112, 121978072, 5534019
1726750895513, 3110160, 168659, 207134720, 125530112, 121983840, 5534030
1726750896518, 3110967, 168659, 207134720, 125530112, 121989608, 5534041
1726750897523, 3111818, 168659, 207134720, 125530112, 121995352, 5534052
1726750898527, 3112670, 168677, 207265792, 125530112, 122001096, 5534063
1726750899533, 3113069, 168698, 207265792, 125530112, 122006896, 5534074
1726750900537, 3113514, 168722, 207265792, 125530112, 122012664, 5534085
1726750901543, 3113916, 168744, 207265792, 125530112, 122018432, 5534096
1726750902547, 3114473, 168774, 207265792, 125530112, 122024200, 5534107
1726750903553, 3115103, 168809, 207265792, 125530112, 122029968, 5534118
1726750904557, 3116617, 168812, 207265792, 125530112, 122035736, 5534129
1726750905562, 3117042, 168812, 207265792, 125530112, 122041504, 5534140
1726750906568, 3117518, 168826, 207265792, 125530112, 122047248, 5534151
1726750907572, 3118891, 168843, 207265792, 125530112, 122053016, 5534162
1726750908578, 3119260, 168863, 207265792, 125530112, 122058784, 5534173
1726750909582, 3119997, 168866, 207265792, 125530112, 122064552, 5534184
1726750910587, 3120909, 168866, 207265792, 125530112, 122070320, 5534195
1726750911593, 3121462, 168869, 207265792, 125530112, 122076064, 5534206
1726750912598, 3122360, 168918, 207265792, 125530112, 122081832, 5534217
1726750913603, 3123137, 168960, 207265792, 125530112, 122087600, 5534228
1726750914608, 3124016, 168963, 207265792, 125530112, 122093368, 5534239
1726750915613, 3124741, 168990, 207265792, 125530112, 122099136, 5534250
1726750916618, 3125430, 169027, 207265792, 125530112, 122104904, 5534261
1726750917623, 3126250, 169071, 207265792, 125530112, 122110672, 5534272
1726750918627, 3127531, 169084, 207265792, 125530112, 122116440, 5534283
1726750919632, 3127950, 169106, 207265792, 125530112, 122122208, 5534294
1726750920638, 3128488, 169135, 207396864, 125530112, 122127976, 5534305
1726750921642, 3129048, 169166, 207396864, 125530112, 122133776, 5534316
1726750922648, 3129644, 169198, 207396864, 125530112, 122139544, 5534327
1726750923652, 3130154, 169225, 207396864, 125530112, 122145312, 5534338
1726750924657, 3131246, 169229, 207396864, 125530112, 122151080, 5534349
1726750925662, 3131673, 169251, 207396864, 125530112, 122156936, 5534360
1726750926668, 3134690, 169254, 207396864, 125530112, 122163096, 5534371
1726750927672, 3134796, 170249, 207396864, 125530112, 122168864, 5534382
1726750928678, 3135300, 170328, 207396864, 125530112, 122174632, 5534393
1726750929683, 3136370, 170332, 207396864, 125530112, 122180400, 5534404
