1701088706064, 10_minute_window_query, 37.717
1701088817664, 10_minute_window_query, 0.65
1701088885892, 10_minute_window_query, 0.49
1701088931564, 10_minute_window_query, 0.515
1701089330842, 10_minute_window_query, 0.915
1701089705328, 10_minute_window_query, 50.218
1701091087473, 10_minute_window_query, 48.357
